gene	com_341	com_738	com_862	com_876	com_900	com_908	com_947	com_962	com_JB	Level1	Level2	Level3	KO	Product	EC	EC2	EC3	Full
acsA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
acsA	0	1	1	1	1	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
acsA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
acsA	1	0	1	1	0	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
actIII	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
acuA	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K04766	acetoinutilizationproteinAcuA	2.3.1.-	NA	NA	acuA; acetoin utilization protein AcuA [EC:2.3.1.-]
acuC	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Carbohydrate metabolism	K04768	acetoinutilizationproteinAcuC	NA	NA	NA	acuC; acetoin utilization protein AcuC
acuC	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Carbohydrate metabolism	K04768	acetoinutilizationproteinAcuC	NA	NA	NA	acuC; acetoin utilization protein AcuC
acuC	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Carbohydrate metabolism	K04768	acetoinutilizationproteinAcuC	NA	NA	NA	acuC; acetoin utilization protein AcuC
acuI	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K19745	acrylyl-CoAreductase(NADPH)	1.3.1.-	NA	NA	acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
acyP	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K01512	acylphosphatase	3.6.1.7	NA	NA	acyP; acylphosphatase [EC:3.6.1.7]
acyP	1	1	1	1	1	1	1	1	1	Metabolism	Xenobiotics biodegration and metabolism	Aminobenzoate degradation	K01512	acylphosphatase	3.6.1.7	NA	NA	acyP; acylphosphatase [EC:3.6.1.7]
adc	1	1	1	1	0	0	1	1	0	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K01574	acetoacetatedecarboxylase	4.1.1.4	NA	NA	adc; acetoacetate decarboxylase [EC:4.1.1.4]
adc	1	1	1	1	0	0	1	1	0	Metabolism	Lipid metabolism	Synthesis and degradation of ketone bodies	K01574	acetoacetatedecarboxylase	4.1.1.4	NA	NA	adc; acetoacetate decarboxylase [EC:4.1.1.4]
adc	0	0	0	1	0	0	0	0	0	Metabolism	Carbohydrate metabolism	Propanoate metabolism	K01574	acetoacetatedecarboxylase	4.1.1.4	NA	NA	adc; acetoacetate decarboxylase [EC:4.1.1.4]
adc	0	0	0	1	0	0	0	0	0	Metabolism	Lipid metabolism	Synthesis and degradation of ketone bodies	K01574	acetoacetatedecarboxylase	4.1.1.4	NA	NA	adc; acetoacetate decarboxylase [EC:4.1.1.4]
adcR	0	0	0	0	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
add	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone  biosynthesis	K18286	aminodeoxyfutalosinedeaminase	3.5.4.40	NA	NA	add; aminodeoxyfutalosine deaminase [EC:3.5.4.40]
add	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone  biosynthesis	K18286	aminodeoxyfutalosinedeaminase	3.5.4.40	NA	NA	add; aminodeoxyfutalosine deaminase [EC:3.5.4.40]
add	1	1	1	1	1	1	1	1	0	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone  biosynthesis	K18286	aminodeoxyfutalosinedeaminase	3.5.4.40	NA	NA	add; aminodeoxyfutalosine deaminase [EC:3.5.4.40]
addA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K16898	ATP-dependenthelicase/nucleasesubunitA	3.1.-.-	3.6.4.12	NA	addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
addA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K16898	ATP-dependenthelicase/nucleasesubunitA	3.1.-.-	3.6.4.12	NA	addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
addA	0	0	0	1	0	0	0	0	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K16898	ATP-dependenthelicase/nucleasesubunitA	3.1.-.-	3.6.4.12	NA	addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
addB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K16899	ATP-dependenthelicase/nucleasesubunitB	3.1.-.-	3.6.4.12	NA	addB; ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]
addB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K16899	ATP-dependenthelicase/nucleasesubunitB	3.1.-.-	3.6.4.12	NA	addB; ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]
ade	0	0	0	0	1	0	0	0	0	Metabolism	Amino acid metabolism	Purine metabolism	K21053	adeninedeaminase	3.5.4.2	NA	NA	ade; adenine deaminase [EC:3.5.4.2]
ade	0	0	0	0	1	0	0	0	0	Metabolism	Amino acid metabolism	Purine metabolism	K01486	adeninedeaminase	3.5.4.2	NA	NA	ade; adenine deaminase [EC:3.5.4.2]
adeP	0	0	0	0	1	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
adh	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
adh	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
adhA	1	1	1	0	1	1	0	0	1	Metabolism	Carbohydrate metabolism	Glycolysis	K22473	alcoholdehydrogenase(quinone),dehydrogenasesubunit	1.1.5.5	NA	NA	adhA; alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]
adhA	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Glycolysis	K22473	alcoholdehydrogenase(quinone),dehydrogenasesubunit	1.1.5.5	NA	NA	adhA; alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]
adhA	1	1	1	1	1	0	1	1	1	Metabolism	Carbohydrate metabolism	Glycolysis	K22473	alcoholdehydrogenase(quinone),dehydrogenasesubunit	1.1.5.5	NA	NA	adhA; alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]
adhA	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Glycolysis	K22473	alcoholdehydrogenase(quinone),dehydrogenasesubunit	1.1.5.5	NA	NA	adhA; alcohol dehydrogenase (quinone), dehydrogenase subunit [EC:1.1.5.5]
adhD	1	1	1	1	0	1	1	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
adhR	0	1	0	0	0	0	0	0	0	Protein families: genetic information processing	Enzymes	Transcription factors	K21745	MerRfamilytranscriptionalregulator,aldehyde-responsiveregulator	NA	NA	NA	adhR; MerR family transcriptional regulator, aldehyde-responsive regulator
adhR	0	0	0	0	1	0	1	1	0	Protein families: genetic information processing	Enzymes	Transcription factors	K21745	MerRfamilytranscriptionalregulator,aldehyde-responsiveregulator	NA	NA	NA	adhR; MerR family transcriptional regulator, aldehyde-responsive regulator
adhR	0	0	1	1	0	1	1	0	0	Protein families: genetic information processing	Enzymes	Transcription factors	K21745	MerRfamilytranscriptionalregulator,aldehyde-responsiveregulator	NA	NA	NA	adhR; MerR family transcriptional regulator, aldehyde-responsive regulator
adhT	0	1	1	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
adiC	0	0	0	0	0	1	0	0	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K03759	arginine:agmatineantiporter	NA	NA	NA	adiC; arginine:agmatine antiporter
adk	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
adk	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
adk	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
aes	1	1	0	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01066	acetylesterase	3.1.1.-	NA	NA	aes; acetyl esterase [EC:3.1.1.-]
aes	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01066	acetylesterase	3.1.1.-	NA	NA	aes; acetyl esterase [EC:3.1.1.-]
aes	0	0	1	0	0	0	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01066	acetylesterase	3.1.1.-	NA	NA	aes; acetyl esterase [EC:3.1.1.-]
afr	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K19181	1,5-anhydro-D-fructosereductase(1,5-anhydro-D-mannitol-forming)	1.1.1.292	NA	NA	afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]
afr	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K19181	1,5-anhydro-D-fructosereductase(1,5-anhydro-D-mannitol-forming)	1.1.1.292	NA	NA	afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]
afr	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K19181	1,5-anhydro-D-fructosereductase(1,5-anhydro-D-mannitol-forming)	1.1.1.292	NA	NA	afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]
afsK	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
afsK	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
agaA	1	1	1	1	1	1	1	0	1	Metabolism	Carbohydrate metabolism	Galactose metabolism	K02079	N-acetylgalactosamine-6-phosphatedeacetylase	3.5.1.25	NA	NA	agaA; N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.25]
agaA	1	1	1	1	1	1	1	0	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K20851	alpha-agarase	3.2.1.158	NA	NA	agaA; alpha-agarase [EC:3.2.1.158]
agaA	0	1	1	1	0	1	1	0	0	Metabolism	Carbohydrate metabolism	Galactose metabolism	K02079	N-acetylgalactosamine-6-phosphatedeacetylase	3.5.1.25	NA	NA	agaA; N-acetylgalactosamine-6-phosphate deacetylase [EC:3.5.1.25]
agaA	0	1	1	1	0	1	1	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K20851	alpha-agarase	3.2.1.158	NA	NA	agaA; alpha-agarase [EC:3.2.1.158]
agaK	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
agaS	0	0	0	1	0	0	0	0	0	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K02082	tagatose-6-phosphateketose/aldoseisomerase	5.-.-.-	NA	NA	agaS; tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]
aglB	0	0	0	0	0	0	1	0	0	Protein families: metabolisms	Enzymes	Glycosyltransferases	K21306	dolichyl-phosphooligosaccharide-proteinglycotransferase	2.4.99.21	NA	NA	aglB; dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]
agrA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
agrB	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Peptidases	K07813	accessorygeneregulatorB	NA	NA	NA	agrB; accessory gene regulator B
agrB	1	1	1	1	1	1	1	1	1	Cellular processes	Cellular community- prokaryotes	Quorum sensing	K07813	accessorygeneregulatorB	NA	NA	NA	agrB; accessory gene regulator B
agrB	1	1	1	1	1	1	1	1	1	Environmental information processing	Signal transduction	Two-component system	K07813	accessorygeneregulatorB	NA	NA	NA	agrB; accessory gene regulator B
aguA	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Arginine and proline metabolism	K10536	agmatinedeiminase	3.5.3.12	NA	NA	aguA; agmatine deiminase [EC:3.5.3.12]
aguA	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01235	alpha-glucuronidase	3.2.1.139	NA	NA	aguA; alpha-glucuronidase [EC:3.2.1.139]
ahcY	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ahpC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ahpD	1	1	1	1	1	1	1	1	0	Not included in pathway or Brite	Unclassified: signaling and cellular processes	General function prediction only	K04756	alkylhydroperoxidereductasesubunitD	NA	NA	NA	ahpD; alkyl hydroperoxide reductase subunit D
ahpE	1	1	1	1	0	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ahpF	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03387	alkylhydroperoxidereductasesubunitF	1.6.4.-	NA	NA	ahpF; alkyl hydroperoxide reductase subunit F [EC:1.6.4.-]
aidB	1	1	1	0	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Lipid metabolism	K09456	putativeacyl-CoAdehydrogenase	NA	NA	NA	aidB; putative acyl-CoA dehydrogenase
aiiA	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
ala	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Alanine,aspartate,and glutamate metabolism	K19244	alaninedehydrogenase	1.4.1.1	NA	NA	ala; alanine dehydrogenase [EC:1.4.1.1]
ala	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism	K19244	alaninedehydrogenase	1.4.1.1	NA	NA	ala; alanine dehydrogenase [EC:1.4.1.1]
alaC	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Amino acid related enzymes	K14261	alanine-synthesizingtransaminase	2.6.1.-	NA	NA	alaC; alanine-synthesizing transaminase [EC:2.6.1.-]
alaS	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alaS	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alaS	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alaS	1	1	1	1	1	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
alaS	1	0	1	1	1	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
albF	1	0	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ald	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K22445	4,4'-diapolycopenoatesynthase	1.2.99.10	NA	NA	ald; 4,4'-diapolycopenoate synthase [EC:1.2.99.10]
ald	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism	K00259	alaninedehydrogenase	1.4.1.1	NA	NA	ald; alanine dehydrogenase [EC:1.4.1.1]
ald	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Alanine,aspartate,and glutamate metabolism	K00259	alaninedehydrogenase	1.4.1.1	NA	NA	ald; alanine dehydrogenase [EC:1.4.1.1]
ald	1	1	1	1	1	1	1	1	1	Not included in pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K22445	4,4'-diapolycopenoatesynthase	1.2.99.10	NA	NA	ald; 4,4'-diapolycopenoate synthase [EC:1.2.99.10]
ald	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism	K00259	alaninedehydrogenase	1.4.1.1	NA	NA	ald; alanine dehydrogenase [EC:1.4.1.1]
ald	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Alanine,aspartate,and glutamate metabolism	K00259	alaninedehydrogenase	1.4.1.1	NA	NA	ald; alanine dehydrogenase [EC:1.4.1.1]
ald1	1	1	1	1	0	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ald2	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
aldA	1	0	0	0	1	0	1	0	1	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	1	0	0	0	1	0	1	0	1	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	0	0	0	0	1	0	0	0	0	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	0	0	0	0	1	0	0	0	0	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	0	0	0	0	1	0	0	0	1	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	0	0	0	0	1	0	0	0	1	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldA	1	1	1	1	1	1	1	1	1	Metabolism	Carbohydrate metabolism	Pyruvate metabolism	K07248	lactaldehydedehydrogenase/glycolaldehydedehydrogenase	1.2.1.22	1.2.1.21	NA	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
aldC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
aldC	0	1	1	1	0	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
algC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
algC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alkA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K01247	DNA-3-methyladenineglycosylaseII	3.2.2.21	NA	NA	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
alkA	1	1	1	1	1	1	1	1	1	Genetic information processing	replication and repair	Base excision repair	K01247	DNA-3-methyladenineglycosylaseII	3.2.2.21	NA	NA	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
alkA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K01247	DNA-3-methyladenineglycosylaseII	3.2.2.21	NA	NA	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
alkA	1	1	1	1	1	1	1	1	1	Genetic information processing	replication and repair	Base excision repair	K01247	DNA-3-methyladenineglycosylaseII	3.2.2.21	NA	NA	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
alkA	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K01247	DNA-3-methyladenineglycosylaseII	3.2.2.21	NA	NA	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
alkA	1	1	1	1	1	1	1	1	1	Genetic information processing	replication and repair	Base excision repair	K01247	DNA-3-methyladenineglycosylaseII	3.2.2.21	NA	NA	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
alkB	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	DNA repair and recombination proteins	K03919	DNAoxidativedemethylase	1.14.11.33	NA	NA	alkB; DNA oxidative demethylase [EC:1.14.11.33]
alkH	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alkH	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alkJ	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
allB	1	1	1	1	1	1	1	1	1	Metabolism	Amino acid metabolism	Purine metabolism	K01466	allantoinase	3.5.2.5	NA	NA	allB; allantoinase [EC:3.5.2.5]
allE	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
allR	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K10973	IclRfamilytranscriptionalregulator,negativeregulatorofallantoinandglyoxylateutilizationoperons	NA	NA	NA	allR; IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons
allR	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K10973	IclRfamilytranscriptionalregulator,negativeregulatorofallantoinandglyoxylateutilizationoperons	NA	NA	NA	allR; IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons
allR	1	1	1	1	1	1	1	1	1	Protein families: genetic information processing	Enzymes	Transcription factors	K10973	IclRfamilytranscriptionalregulator,negativeregulatorofallantoinandglyoxylateutilizationoperons	NA	NA	NA	allR; IclR family transcriptional regulator, negative regulator of allantoin and glyoxylate utilization operons
alr	1	1	1	1	1	1	1	1	0	Diseases	Drug resistance: antimicrobial	Vancomycin resistance	K01775	alanineracemase	5.1.1.1	NA	NA	alr; alanine racemase [EC:5.1.1.1]
alr	1	1	1	1	1	1	1	1	0	Metabolism	Metabolism of other amino acids	D-Alanine metabolism	K01775	alanineracemase	5.1.1.1	NA	NA	alr; alanine racemase [EC:5.1.1.1]
alr	1	1	1	1	1	1	1	1	0	Protein families: metabolisms	Enzymes	Peptidoglycan biosynthesis and degradation proteins	K01775	alanineracemase	5.1.1.1	NA	NA	alr; alanine racemase [EC:5.1.1.1]
alr	1	1	1	1	1	1	1	1	1	Diseases	Drug resistance: antimicrobial	Vancomycin resistance	K01775	alanineracemase	5.1.1.1	NA	NA	alr; alanine racemase [EC:5.1.1.1]
alr	1	1	1	1	1	1	1	1	1	Metabolism	Metabolism of other amino acids	D-Alanine metabolism	K01775	alanineracemase	5.1.1.1	NA	NA	alr; alanine racemase [EC:5.1.1.1]
alr	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Peptidoglycan biosynthesis and degradation proteins	K01775	alanineracemase	5.1.1.1	NA	NA	alr; alanine racemase [EC:5.1.1.1]
alr1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alr1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alsB	1	1	1	1	1	1	1	1	1	Protein families: signaling and cellular processes	Enzymes	Transporters	K10549	D-allosetransportsystemsubstrate-bindingprotein	NA	NA	NA	alsB; D-allose transport system substrate-binding protein
alsB	1	1	1	1	1	1	1	1	1	Environmental information processing	Membrane transport	ABC transporters	K10549	D-allosetransportsystemsubstrate-bindingprotein	NA	NA	NA	alsB; D-allose transport system substrate-binding protein
alsS	0	1	1	1	0	1	1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
alsT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alsT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alsT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alsT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alsT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
alsT	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
amaA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
amaB	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
amdA	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
amdA	1	0	1	1	0	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
amiC	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
amiD	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ampH	0	0	0	1	0	0	0	0	0	Protein families: metabolisms	Enzymes	Peptidoglycan biosynthesis and degradation proteins	K18988	serine-typeD-Ala-D-Alacarboxypeptidase/endopeptidase	3.4.16.4	3.4.21.-	NA	ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]
ampH	0	0	0	1	0	0	0	0	0	Protein families: metabolisms	Enzymes	Peptidases	K18988	serine-typeD-Ala-D-Alacarboxypeptidase/endopeptidase	3.4.16.4	3.4.21.-	NA	ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]
ampH	1	1	1	1	1	1	1	1	1	Protein families: metabolisms	Enzymes	Peptidoglycan biosynthesis and degradation proteins	K18988	serine-typeD-Ala-D-Alacarboxypeptidase/endopeptidase	3.4.16.4	3.4.21.-	NA	ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]
