Genome,Annotation_method,type,start,end,ID,eC_number,Name,dbxref,gene,inference,locus_tag,product
SEQ_900_4_6,Prodigal:2.6,CDS,46478,47782,ID=BOFCGCOL_08902,eC_number=2.1.1.37,Name=hhaIM,gene=hhaIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P05102,locus_tag=BOFCGCOL_08902,product=Modification methylase HhaI,NA
SEQ_900_4_11,Prodigal:2.6,CDS,59214,60107,ID=BOFCGCOL_09156,Name=repE,gene=repE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P03856,locus_tag=BOFCGCOL_09156,product=Replication initiation protein,NA,NA
SEQ_900_4_14,Prodigal:2.6,CDS,112920,113291,ID=BOFCGCOL_09385,Name=yjbI,dbxref=COG:COG2346,gene=yjbI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O31607,locus_tag=BOFCGCOL_09385,product=Group 2 truncated hemoglobin YjbI,NA
SEQ_900_4_14,Prodigal:2.6,CDS,411872,412717,ID=BOFCGCOL_09690,Name=tagG_5,dbxref=COG:COG1682,gene=tagG_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=BOFCGCOL_09690,product=Teichoic acid translocation permease protein TagG,NA
SEQ_900_4_24,Prodigal:2.6,CDS,2487,3206,ID=BOFCGCOL_09928,Name=repB,gene=repB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13921,locus_tag=BOFCGCOL_09928,product=Replication protein RepB,NA,NA
SEQ_900_4_30,Prodigal:2.6,CDS,65,994,ID=BOFCGCOL_10044,Name=repN,gene=repN,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P19529,locus_tag=BOFCGCOL_10044,product=Replication initiation protein,NA,NA
SEQ_900_4_33,Prodigal:2.6,CDS,1210,2433,ID=BOFCGCOL_10063,Name=mntH_7,dbxref=COG:COG1914,gene=mntH_7,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RPF4,locus_tag=BOFCGCOL_10063,product=Divalent metal cation transporter MntH,NA
Brachy_908_11_2,Prodigal:2.6,CDS,122020,123732,ID=KJABKPCK_00213,eC_number=3.6.-.-,Name=mnmE_1,gene=mnmE_1,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00379,locus_tag=KJABKPCK_00213,product=tRNA modification GTPase MnmE,NA
Brachy_908_11_2,Prodigal:2.6,CDS,173564,174889,ID=KJABKPCK_00255,Name=rarA_1,dbxref=COG:COG2256,gene=rarA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=KJABKPCK_00255,product=Replication-associated recombination protein A,NA
Brachy_908_11_3,Aragorn:1.2,tRNA,22671,22747,ID=KJABKPCK_00283,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_00283,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_908_11_4,Prodigal:2.6,CDS,28621,30027,ID=KJABKPCK_00463,eC_number=3.6.4.12,Name=dnaB_1,dbxref=COG:COG0305,gene=dnaB_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=KJABKPCK_00463,product=Replicative DNA helicase
Brachy_908_11_4,Prodigal:2.6,CDS,174164,175114,ID=KJABKPCK_00585,eC_number=1.13.11.2,Name=catE_1,dbxref=COG:COG2514,gene=catE_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=KJABKPCK_00585,product=Catechol-2%2C3-dioxygenase
Brachy_908_11_5,Prodigal:2.6,CDS,207124,207612,ID=KJABKPCK_00845,eC_number=2.-.-.-,Name=moaE2_3,dbxref=COG:COG0314,gene=moaE2_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=KJABKPCK_00845,product=Molybdopterin synthase catalytic subunit 2
Brachy_908_11_5,Prodigal:2.6,CDS,337011,337922,ID=KJABKPCK_00965,Name=czcD_1,gene=czcD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13512,locus_tag=KJABKPCK_00965,product=Metal cation efflux system protein CzcD,NA,NA
Brachy_908_11_5,Prodigal:2.6,CDS,361872,363191,ID=KJABKPCK_00986,Name=mntH_1,dbxref=COG:COG1914,gene=mntH_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RTP8,locus_tag=KJABKPCK_00986,product=Divalent metal cation transporter MntH,NA
Brachy_908_11_5,Prodigal:2.6,CDS,531575,532015,ID=KJABKPCK_01137,Name=glbO_1,dbxref=COG:COG2346,gene=glbO_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=KJABKPCK_01137,product=Group 2 truncated hemoglobin GlbO,NA
Brachy_908_11_11,Prodigal:2.6,CDS,284937,286361,ID=KJABKPCK_01770,Name=mntH_2,gene=mntH_2,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00221,locus_tag=KJABKPCK_01770,product=Divalent metal cation transporter MntH,NA,NA
Brachy_908_11_14,Prodigal:2.6,CDS,147020,147967,ID=KJABKPCK_01990,Name=tagG_1,dbxref=COG:COG1682,gene=tagG_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KJABKPCK_01990,product=Teichoic acid translocation permease protein TagG,NA
Brachy_908_11_17,Prodigal:2.6,CDS,29774,30928,ID=KJABKPCK_02085,eC_number=3.1.1.24,Name=catD_1,dbxref=COG:COG0596,gene=catD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=KJABKPCK_02085,product=3-oxoadipate enol-lactonase 2
Brachy_908_11_17,Aragorn:1.2,tRNA,190501,190575,ID=KJABKPCK_02226,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_02226,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_908_11_22,Aragorn:1.2,tRNA,162613,162689,ID=KJABKPCK_02654,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_02654,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_908_11_30,Prodigal:2.6,CDS,22787,24052,ID=KJABKPCK_03089,Name=recF_1,dbxref=COG:COG1195,gene=recF_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=KJABKPCK_03089,product=DNA replication and repair protein RecF,NA
Brachy_908_11_30,Prodigal:2.6,CDS,25714,27411,ID=KJABKPCK_03091,Name=dnaA_1,gene=dnaA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9ZH75,locus_tag=KJABKPCK_03091,product=Chromosomal replication initiator protein DnaA,NA,NA
Brachy_908_11_36,Aragorn:1.2,tRNA,273,347,ID=KJABKPCK_03329,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_03329,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_908_7,Prodigal:2.6,CDS,125396,127009,ID=KJABKPCK_03655,Name=pucR_1,dbxref=COG:COG2508,gene=pucR_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=KJABKPCK_03655,product=Purine catabolism regulatory protein,NA
Brevi_908_7_2,Prodigal:2.6,CDS,18794,19093,ID=KJABKPCK_03937,eC_number=5.3.3.4,Name=catC,dbxref=COG:COG4829,gene=catC,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P80573,locus_tag=KJABKPCK_03937,product=Muconolactone Delta-isomerase
Brevi_908_7_2,Prodigal:2.6,CDS,80364,81662,ID=KJABKPCK_03994,eC_number=3.1.1.24,Name=catD_2,dbxref=COG:COG0596,gene=catD_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=KJABKPCK_03994,product=3-oxoadipate enol-lactonase 2
Brevi_908_7_2,Prodigal:2.6,CDS,83127,83699,ID=KJABKPCK_03996,eC_number=1.13.11.3,Name=pcaG,dbxref=COG:COG3485,gene=pcaG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20371,locus_tag=KJABKPCK_03996,product=Protocatechuate 3%2C4-dioxygenase alpha chain
Brevi_908_7_2,Prodigal:2.6,CDS,83692,84492,ID=KJABKPCK_03997,eC_number=1.13.11.3,Name=pcaH,dbxref=COG:COG3485,gene=pcaH,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00437,locus_tag=KJABKPCK_03997,product=Protocatechuate 3%2C4-dioxygenase beta chain
Brevi_908_7_2,Prodigal:2.6,CDS,125432,126913,ID=KJABKPCK_04037,Name=hpcE,dbxref=COG:COG0179,gene=hpcE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37352,locus_tag=KJABKPCK_04037,product=Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase,NA
Brevi_908_7_3,Prodigal:2.6,CDS,26080,27708,ID=KJABKPCK_04080,eC_number=2.2.1.6,Name=budB,dbxref=COG:COG0028,gene=budB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P27696,locus_tag=KJABKPCK_04080,product=Acetolactate synthase%2C catabolic
Brevi_908_7_5,Aragorn:1.2,tRNA,3156,3230,ID=KJABKPCK_04350,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_04350,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_908_7_6,Prodigal:2.6,CDS,268142,268909,ID=KJABKPCK_04875,eC_number=3.1.1.24,Name=catD_3,dbxref=COG:COG0596,gene=catD_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00632,locus_tag=KJABKPCK_04875,product=3-oxoadipate enol-lactonase 2
Brevi_908_7_6,Aragorn:1.2,tRNA,329508,329582,ID=KJABKPCK_04924,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_04924,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_908_7_6,Aragorn:1.2,tRNA,329797,329871,ID=KJABKPCK_04925,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_04925,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_908_7_6,Prodigal:2.6,CDS,387467,387868,ID=KJABKPCK_04981,Name=glbO_2,dbxref=COG:COG2346,gene=glbO_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=KJABKPCK_04981,product=Group 2 truncated hemoglobin GlbO,NA
Brevi_908_7_10,Prodigal:2.6,CDS,44457,45767,ID=KJABKPCK_05332,eC_number=3.6.4.12,Name=dnaB_2,dbxref=COG:COG0305,gene=dnaB_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=KJABKPCK_05332,product=Replicative DNA helicase
Brevi_908_7_10,Prodigal:2.6,CDS,84582,86216,ID=KJABKPCK_05368,Name=dnaA_2,dbxref=COG:COG0593,gene=dnaA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0R7K1,locus_tag=KJABKPCK_05368,product=Chromosomal replication initiator protein DnaA,NA
Brevi_908_7_10,Prodigal:2.6,CDS,87898,89022,ID=KJABKPCK_05370,Name=recF_2,dbxref=COG:COG1195,gene=recF_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=KJABKPCK_05370,product=DNA replication and repair protein RecF,NA
Brevi_908_7_11,Prodigal:2.6,CDS,11275,12804,ID=KJABKPCK_05390,eC_number=1.8.5.-,Name=msrP_1,dbxref=COG:COG2041,gene=msrP_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=KJABKPCK_05390,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Brevi_908_7_12,Prodigal:2.6,CDS,13191,14072,ID=KJABKPCK_05443,Name=tagG_2,dbxref=COG:COG1682,gene=tagG_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KJABKPCK_05443,product=Teichoic acid translocation permease protein TagG,NA
Brevi_908_7_12,Prodigal:2.6,CDS,36112,36969,ID=KJABKPCK_05459,Name=tagG_3,dbxref=COG:COG1682,gene=tagG_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KJABKPCK_05459,product=Teichoic acid translocation permease protein TagG,NA
Brevi_908_7_12,Prodigal:2.6,CDS,48536,49831,ID=KJABKPCK_05471,Name=rarA_2,dbxref=COG:COG2256,gene=rarA_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=KJABKPCK_05471,product=Replication-associated recombination protein A,NA
Brevi_908_7_13,Prodigal:2.6,CDS,85350,85847,ID=KJABKPCK_05578,eC_number=1.-.-.-,Name=catD_4,dbxref=COG:COG2259,gene=catD_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54720,locus_tag=KJABKPCK_05578,product=Putative oxidoreductase CatD
Brevi_908_7_14,Prodigal:2.6,CDS,175017,176564,ID=KJABKPCK_05746,Name=rarA_3,dbxref=COG:COG2256,gene=rarA_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=KJABKPCK_05746,product=Replication-associated recombination protein A,NA
Brevi_908_7_17,Prodigal:2.6,CDS,59207,60478,ID=KJABKPCK_06132,Name=pucR_2,dbxref=COG:COG2508,gene=pucR_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O32138,locus_tag=KJABKPCK_06132,product=Purine catabolism regulatory protein,NA
Brevi_908_7_17,Prodigal:2.6,CDS,70194,71504,ID=KJABKPCK_06145,Name=mntH_3,dbxref=COG:COG1914,gene=mntH_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P96593,locus_tag=KJABKPCK_06145,product=Divalent metal cation transporter MntH,NA
Brevi_908_7_17,Prodigal:2.6,CDS,89790,90914,ID=KJABKPCK_06164,eC_number=2.1.1.37,Name=haeIIIM,gene=haeIIIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20589,locus_tag=KJABKPCK_06164,product=Modification methylase HaeIII,NA
Brevi_908_7_18,Prodigal:2.6,CDS,21403,21825,ID=KJABKPCK_06194,eC_number=2.-.-.-,Name=moaE2_5,dbxref=COG:COG0314,gene=moaE2_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=KJABKPCK_06194,product=Molybdopterin synthase catalytic subunit 2
Brevi_908_7_18,Aragorn:1.2,tRNA,38076,38152,ID=KJABKPCK_06211,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_06211,product=tRNA-Met(cat),NA,NA,NA,NA
Brevi_908_7_24,Prodigal:2.6,CDS,56964,58289,ID=KJABKPCK_06483,Name=mntH_4,gene=mntH_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=KJABKPCK_06483,product=Divalent metal cation transporter MntH,NA,NA
Brevi_908_7_24,Prodigal:2.6,CDS,71818,73410,ID=KJABKPCK_06494,eC_number=1.8.5.-,Name=msrP_2,dbxref=COG:COG2041,gene=msrP_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P76342,locus_tag=KJABKPCK_06494,product=Protein-methionine-sulfoxide reductase catalytic subunit MsrP
Brevi_908_7_24,Prodigal:2.6,CDS,120887,121840,ID=KJABKPCK_06533,eC_number=1.13.11.2,Name=catE_2,dbxref=COG:COG2514,gene=catE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=KJABKPCK_06533,product=Catechol-2%2C3-dioxygenase
Brevi_908_7_30,Prodigal:2.6,CDS,39323,40237,ID=KJABKPCK_06832,eC_number=2.8.3.6,Name=catI,gene=catI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF3,locus_tag=KJABKPCK_06832,product=3-oxoadipate CoA-transferase subunit A,NA
Brevi_908_7_30,Prodigal:2.6,CDS,40234,41046,ID=KJABKPCK_06833,eC_number=2.8.3.6,Name=catJ,gene=catJ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8VPF2,locus_tag=KJABKPCK_06833,product=3-oxoadipate CoA-transferase subunit B,NA
Brevi_908_7_35,Prodigal:2.6,CDS,81626,82900,ID=KJABKPCK_07108,Name=mntH_5,dbxref=COG:COG1914,gene=mntH_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WIZ5,locus_tag=KJABKPCK_07108,product=Divalent metal cation transporter MntH,NA
Brevi_908_7_44,Prodigal:2.6,CDS,6823,8568,ID=KJABKPCK_07188,eC_number=2.1.1.72,Name=paeR7IM,gene=paeR7IM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P05103,locus_tag=KJABKPCK_07188,product=Modification methylase PaeR7I,NA
SEQ_908_10,Prodigal:2.6,CDS,78122,78967,ID=KJABKPCK_07344,Name=tagG_4,dbxref=COG:COG1682,gene=tagG_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KJABKPCK_07344,product=Teichoic acid translocation permease protein TagG,NA
SEQ_908_10,Prodigal:2.6,CDS,227158,228402,ID=KJABKPCK_07491,eC_number=3.6.4.12,Name=dnaB_3,dbxref=COG:COG0305,gene=dnaB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ACB0,locus_tag=KJABKPCK_07491,product=Replicative DNA helicase
SEQ_908_10_2,Prodigal:2.6,CDS,64428,64880,ID=KJABKPCK_07655,eC_number=2.8.1.12,Name=moaE,gene=moaE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65401,locus_tag=KJABKPCK_07655,product=Molybdopterin synthase catalytic subunit,NA
SEQ_908_10_3,Prodigal:2.6,CDS,43036,44913,ID=KJABKPCK_07898,Name=mnmG,gene=mnmG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P64230,locus_tag=KJABKPCK_07898,product=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,NA,NA
SEQ_908_10_3,Prodigal:2.6,CDS,44930,46312,ID=KJABKPCK_07899,eC_number=3.6.-.-,Name=mnmE_2,dbxref=COG:COG0486,gene=mnmE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8YN91,locus_tag=KJABKPCK_07899,product=tRNA modification GTPase MnmE
SEQ_908_10_3,Prodigal:2.6,CDS,47862,49229,ID=KJABKPCK_07902,Name=dnaA_3,gene=dnaA_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P68866,locus_tag=KJABKPCK_07902,product=Chromosomal replication initiator protein DnaA,NA,NA
SEQ_908_10_3,Prodigal:2.6,CDS,51363,52478,ID=KJABKPCK_07904,Name=recF_3,dbxref=COG:COG1195,gene=recF_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=KJABKPCK_07904,product=DNA replication and repair protein RecF,NA
SEQ_908_10_3,Prodigal:2.6,CDS,67869,69272,ID=KJABKPCK_07916,eC_number=3.6.4.12,Name=dnaC,dbxref=COG:COG0305,gene=dnaC,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37469,locus_tag=KJABKPCK_07916,product=Replicative DNA helicase
SEQ_908_10_4,Prodigal:2.6,CDS,126960,127754,ID=KJABKPCK_08070,eC_number=1.13.11.2,Name=catE_3,dbxref=COG:COG2514,gene=catE_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=KJABKPCK_08070,product=Catechol-2%2C3-dioxygenase
SEQ_908_10_4,Prodigal:2.6,CDS,390749,391540,ID=KJABKPCK_08299,Name=nirQ,dbxref=COG:COG0714,gene=nirQ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q02441,locus_tag=KJABKPCK_08299,product=Denitrification regulatory protein NirQ,NA
SEQ_908_10_4,Prodigal:2.6,CDS,436477,437163,ID=KJABKPCK_08345,Name=dnaD,dbxref=COG:COG3935,gene=dnaD,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39787,locus_tag=KJABKPCK_08345,product=DNA replication protein DnaD,NA
SEQ_908_10_4,Prodigal:2.6,CDS,649673,651067,ID=KJABKPCK_08555,Name=dnaB_4,dbxref=COG:COG3611,gene=dnaB_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07908,locus_tag=KJABKPCK_08555,product=Replication initiation and membrane attachment protein,NA
SEQ_908_10_4,Aragorn:1.2,tRNA,817867,817938,ID=KJABKPCK_08732,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_08732,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_908_10_9,Prodigal:2.6,CDS,133967,134338,ID=KJABKPCK_09096,Name=yjbI,dbxref=COG:COG2346,gene=yjbI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O31607,locus_tag=KJABKPCK_09096,product=Group 2 truncated hemoglobin YjbI,NA
SEQ_908_10_10,Prodigal:2.6,CDS,15299,16522,ID=KJABKPCK_09154,Name=mntH_6,dbxref=COG:COG1914,gene=mntH_6,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RPF4,locus_tag=KJABKPCK_09154,product=Divalent metal cation transporter MntH,NA
SEQ_908_10_11,Prodigal:2.6,CDS,53770,54582,ID=KJABKPCK_09222,eC_number=1.13.11.2,Name=catE_4,dbxref=COG:COG2514,gene=catE_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=KJABKPCK_09222,product=Catechol-2%2C3-dioxygenase
SEQ_908_10_14,Prodigal:2.6,CDS,967,1836,ID=KJABKPCK_09515,Name=repD,gene=repD,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P03065,locus_tag=KJABKPCK_09515,product=Replication initiation protein,NA,NA
SEQ_908_10_15,Prodigal:2.6,CDS,25308,26339,ID=KJABKPCK_09562,eC_number=2.1.3.3,Name=arcB_3,gene=arcB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65602,locus_tag=KJABKPCK_09562,product=Ornithine carbamoyltransferase%2C catabolic,NA
SEQ_908_10_22,Prodigal:2.6,CDS,71,871,ID=KJABKPCK_10024,Name=tagG_5,dbxref=COG:COG1682,gene=tagG_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KJABKPCK_10024,product=Teichoic acid translocation permease protein TagG,NA
SEQ_908_10_40,Aragorn:1.2,tRNA,840,914,ID=KJABKPCK_10099,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_10099,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_908_10_40,Aragorn:1.2,tRNA,941,1014,ID=KJABKPCK_10100,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_10100,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_908_10_40,Aragorn:1.2,tRNA,1268,1339,ID=KJABKPCK_10103,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KJABKPCK_10103,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_947_11_2,Aragorn:1.2,tRNA,22632,22708,ID=KLLDKJAP_00030,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_00030,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_947_11_4,Prodigal:2.6,CDS,190,1335,ID=KLLDKJAP_00248,eC_number=2.1.1.37,Name=haeIIIM,gene=haeIIIM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P20589,locus_tag=KLLDKJAP_00248,product=Modification methylase HaeIII,NA
Brachy_947_11_4,Prodigal:2.6,CDS,98883,99833,ID=KLLDKJAP_00330,eC_number=1.13.11.2,Name=catE_1,dbxref=COG:COG2514,gene=catE_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=KLLDKJAP_00330,product=Catechol-2%2C3-dioxygenase
Brachy_947_11_4,Prodigal:2.6,CDS,250420,251826,ID=KLLDKJAP_00458,eC_number=3.6.4.12,Name=dnaB_1,dbxref=COG:COG0305,gene=dnaB_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WMR3,locus_tag=KLLDKJAP_00458,product=Replicative DNA helicase
Brachy_947_11_6,Prodigal:2.6,CDS,124409,124897,ID=KLLDKJAP_00649,eC_number=2.-.-.-,Name=moaE2_3,dbxref=COG:COG0314,gene=moaE2_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WJR1,locus_tag=KLLDKJAP_00649,product=Molybdopterin synthase catalytic subunit 2
Brachy_947_11_6,Prodigal:2.6,CDS,254924,255835,ID=KLLDKJAP_00767,Name=czcD_1,gene=czcD_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13512,locus_tag=KLLDKJAP_00767,product=Metal cation efflux system protein CzcD,NA,NA
Brachy_947_11_6,Prodigal:2.6,CDS,448275,448715,ID=KLLDKJAP_00940,Name=glbO_1,dbxref=COG:COG2346,gene=glbO_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WN23,locus_tag=KLLDKJAP_00940,product=Group 2 truncated hemoglobin GlbO,NA
Brachy_947_11_11,Prodigal:2.6,CDS,6415,7338,ID=KLLDKJAP_01143,Name=tagG_1,dbxref=COG:COG1682,gene=tagG_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=KLLDKJAP_01143,product=Teichoic acid translocation permease protein TagG,NA
Brachy_947_11_12,Prodigal:2.6,CDS,108567,110279,ID=KLLDKJAP_01394,eC_number=3.6.-.-,Name=mnmE_1,gene=mnmE_1,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00379,locus_tag=KLLDKJAP_01394,product=tRNA modification GTPase MnmE,NA
Brachy_947_11_12,Prodigal:2.6,CDS,160143,161468,ID=KLLDKJAP_01437,Name=rarA_1,dbxref=COG:COG2256,gene=rarA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AAZ4,locus_tag=KLLDKJAP_01437,product=Replication-associated recombination protein A,NA
Brachy_947_11_16,Aragorn:1.2,tRNA,109888,109964,ID=KLLDKJAP_01740,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=KLLDKJAP_01740,product=tRNA-Met(cat),NA,NA,NA,NA
Brachy_947_11_26,Prodigal:2.6,CDS,2168,3592,ID=KLLDKJAP_02479,Name=mntH_1,gene=mntH_1,inference=ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_00221,locus_tag=KLLDKJAP_02479,product=Divalent metal cation transporter MntH,NA,NA
Brachy_947_11_26,Prodigal:2.6,CDS,78944,80641,ID=KLLDKJAP_02548,Name=dnaA_1,gene=dnaA_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9ZH75,locus_tag=KLLDKJAP_02548,product=Chromosomal replication initiator protein DnaA,NA,NA
