Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Brachy_341_9.fa,Brachy_738_10.fa,Brachy_862_8.fa,Brachy_876_9.fa,Brachy_900_8.fa,Brachy_908_11.fa,Brachy_947_11.fa,Brachy_962_10.fa,Brachy_JB7.fa,Brevi_341_13.fa,Brevi_738_8.fa,Brevi_862_7.fa,Brevi_876_7.fa,Brevi_900_6.fa,Brevi_908_7.fa,Brevi_947_7.fa,Brevi_962_8.fa,Brevi_JB5.fa,SEQ_341_10.fa,SEQ_738_7.fa,SEQ_862_5.fa,SEQ_876_5.fa,SEQ_900_4.fa,SEQ_908_10.fa,SEQ_947_12.fa,SEQ_962_6.fa,SEQ_JB9.fa
group_10105,kstR2_2,HTH-type transcriptional repressor KstR2,9,9,1,1,5422,1,3977,,662,662,662,,,,,,,,,,Brevi_341_13.fa_02795,Brevi_738_8.fa_00701,Brevi_862_7.fa_02111,Brevi_876_7.fa_00228,Brevi_900_6.fa_00954,Brevi_908_7.fa_03396,Brevi_947_7.fa_00117,Brevi_962_8.fa_00827,Brevi_JB5.fa_01073,,,,,,,,,
group_10106,,6-deoxy-6-sulfogluconolactonase,9,9,1,1,5421,1,3976,,842,842,842,,,,,,,,,,Brevi_341_13.fa_02796,Brevi_738_8.fa_00702,Brevi_862_7.fa_02112,Brevi_876_7.fa_00227,Brevi_900_6.fa_00955,Brevi_908_7.fa_03397,Brevi_947_7.fa_00118,Brevi_962_8.fa_00826,Brevi_JB5.fa_01072,,,,,,,,,
paaZ,,Bifunctional protein PaaZ,9,9,1,1,5398,1,1470,,2036,2036,2036,,,,,,,,,,Brevi_341_13.fa_02803,Brevi_738_8.fa_00709,Brevi_862_7.fa_02119,Brevi_876_7.fa_02506,Brevi_900_6.fa_00962,Brevi_908_7.fa_02692,Brevi_947_7.fa_00125,Brevi_962_8.fa_00819,Brevi_JB5.fa_02507,,,,,,,,,
yhjE_4,,Inner membrane metabolite transport protein YhjE,9,9,1,1,5396,1,1471,,1352,1352,1352,,,,,,,,,,Brevi_341_13.fa_02804,Brevi_738_8.fa_00710,Brevi_862_7.fa_02120,Brevi_876_7.fa_02507,Brevi_900_6.fa_00963,Brevi_908_7.fa_02693,Brevi_947_7.fa_00126,Brevi_962_8.fa_00818,Brevi_JB5.fa_02506,,,,,,,,,
group_10113,ylmA_2,putative ABC transporter ATP-binding protein YlmA,9,9,1,1,5392,1,1476,,827,827,827,,,,,,,,,,Brevi_341_13.fa_02808,Brevi_738_8.fa_00714,Brevi_862_7.fa_02124,Brevi_876_7.fa_02511,Brevi_900_6.fa_00967,Brevi_908_7.fa_02697,Brevi_947_7.fa_00129,Brevi_962_8.fa_00814,Brevi_JB5.fa_02502,,,,,,,,,
oxyR_1,,Hydrogen peroxide-inducible genes activator,9,9,1,1,5388,1,1479,,914,914,914,,,,,,,,,,Brevi_341_13.fa_02811,Brevi_738_8.fa_00717,Brevi_862_7.fa_02127,Brevi_876_7.fa_02514,Brevi_900_6.fa_00970,Brevi_908_7.fa_02700,Brevi_947_7.fa_00132,Brevi_962_8.fa_00811,Brevi_JB5.fa_02499,,,,,,,,,
speA_1,,Arginine decarboxylase,9,9,1,1,5387,1,1480,,1598,1598,1598,,,,,,,,,,Brevi_341_13.fa_02812,Brevi_738_8.fa_00718,Brevi_862_7.fa_02128,Brevi_876_7.fa_02515,Brevi_900_6.fa_00971,Brevi_908_7.fa_02701,Brevi_947_7.fa_00133,Brevi_962_8.fa_00810,Brevi_JB5.fa_02498,,,,,,,,,
purU_1,,Formyltetrahydrofolate deformylase,9,9,1,1,5385,1,1482,,848,854,853,,,,,,,,,,Brevi_341_13.fa_02814,Brevi_738_8.fa_00720,Brevi_862_7.fa_02130,Brevi_876_7.fa_02517,Brevi_900_6.fa_00973,Brevi_908_7.fa_02703,Brevi_947_7.fa_00135,Brevi_962_8.fa_00808,Brevi_JB5.fa_02496,,,,,,,,,
soxD,,Sarcosine oxidase subunit delta,9,9,1,1,5382,1,1485,,332,332,332,,,,,,,,,,Brevi_341_13.fa_02817,Brevi_738_8.fa_00723,Brevi_862_7.fa_02133,Brevi_876_7.fa_02520,Brevi_900_6.fa_00976,Brevi_908_7.fa_02706,Brevi_947_7.fa_00138,Brevi_962_8.fa_00805,Brevi_JB5.fa_02493,,,,,,,,,
soxB,,Sarcosine oxidase subunit beta,9,9,1,1,5381,1,1486,,1217,1217,1217,,,,,,,,,,Brevi_341_13.fa_02818,Brevi_738_8.fa_00724,Brevi_862_7.fa_02134,Brevi_876_7.fa_02521,Brevi_900_6.fa_00977,Brevi_908_7.fa_02707,Brevi_947_7.fa_00139,Brevi_962_8.fa_00804,Brevi_JB5.fa_02492,,,,,,,,,
rspR_3,,HTH-type transcriptional repressor RspR,9,9,1,1,5380,1,1487,,662,662,662,,,,,,,,,,Brevi_341_13.fa_02819,Brevi_738_8.fa_00725,Brevi_862_7.fa_02135,Brevi_876_7.fa_02522,Brevi_900_6.fa_00978,Brevi_908_7.fa_02708,Brevi_947_7.fa_00140,Brevi_962_8.fa_00803,Brevi_JB5.fa_02491,,,,,,,,,
fdhA_2,,Formate dehydrogenase subunit alpha,9,9,1,1,411,1,1298,,566,566,566,,,,,,,,,,Brevi_341_13.fa_02982,Brevi_738_8.fa_01456,Brevi_862_7.fa_01675,Brevi_876_7.fa_02676,Brevi_900_6.fa_01153,Brevi_908_7.fa_01773,Brevi_947_7.fa_00308,Brevi_962_8.fa_03661,Brevi_JB5.fa_00614,,,,,,,,,
etfA_1,,Electron transfer flavoprotein subunit alpha,9,9,1,1,5378,1,1489,,977,977,977,,,,,,,,,,Brevi_341_13.fa_02821,Brevi_738_8.fa_00727,Brevi_862_7.fa_02137,Brevi_876_7.fa_02524,Brevi_900_6.fa_00980,Brevi_908_7.fa_02710,Brevi_947_7.fa_00142,Brevi_962_8.fa_00801,Brevi_JB5.fa_02489,,,,,,,,,
group_10127,,hypothetical protein,9,9,1,1,600,1,1510,,308,308,308,,,,,,,,,,Brevi_341_13.fa_02832,Brevi_738_8.fa_01608,Brevi_862_7.fa_02156,Brevi_876_7.fa_02534,Brevi_900_6.fa_00999,Brevi_908_7.fa_02729,Brevi_947_7.fa_00153,Brevi_962_8.fa_00790,Brevi_JB5.fa_02471,,,,,,,,,
group_10128,,hypothetical protein,9,9,1,1,601,1,1511,,368,368,368,,,,,,,,,,Brevi_341_13.fa_02833,Brevi_738_8.fa_01607,Brevi_862_7.fa_02157,Brevi_876_7.fa_02535,Brevi_900_6.fa_01000,Brevi_908_7.fa_02730,Brevi_947_7.fa_00154,Brevi_962_8.fa_00789,Brevi_JB5.fa_02470,,,,,,,,,
group_10129,,hypothetical protein,9,9,1,1,602,1,1512,,302,302,302,,,,,,,,,,Brevi_341_13.fa_02834,Brevi_738_8.fa_01606,Brevi_862_7.fa_02158,Brevi_876_7.fa_02536,Brevi_900_6.fa_01001,Brevi_908_7.fa_02731,Brevi_947_7.fa_00155,Brevi_962_8.fa_00788,Brevi_JB5.fa_02469,,,,,,,,,
acdS,,1-aminocyclopropane-1-carboxylate deaminase,9,9,1,1,617,1,1533,,1016,1016,1016,,,,,,,,,,Brevi_341_13.fa_02840,Brevi_738_8.fa_01593,Brevi_862_7.fa_02164,Brevi_876_7.fa_02542,Brevi_900_6.fa_01008,Brevi_908_7.fa_02737,Brevi_947_7.fa_00161,Brevi_962_8.fa_00782,Brevi_JB5.fa_02463,,,,,,,,,
rspR_4,,HTH-type transcriptional repressor RspR,9,9,1,1,618,1,1534,,653,653,653,,,,,,,,,,Brevi_341_13.fa_02841,Brevi_738_8.fa_01592,Brevi_862_7.fa_02165,Brevi_876_7.fa_02543,Brevi_900_6.fa_01009,Brevi_908_7.fa_02738,Brevi_947_7.fa_00162,Brevi_962_8.fa_00781,Brevi_JB5.fa_02462,,,,,,,,,
mftE,,Putative mycofactocin system creatinine amidohydrolase family protein MftE,9,9,1,1,621,1,1537,,806,806,806,,,,,,,,,,Brevi_341_13.fa_02844,Brevi_738_8.fa_01589,Brevi_862_7.fa_02168,Brevi_876_7.fa_02546,Brevi_900_6.fa_01012,Brevi_908_7.fa_02741,Brevi_947_7.fa_00165,Brevi_962_8.fa_00778,Brevi_JB5.fa_00473,,,,,,,,,
group_10136,abgT_2,p-aminobenzoyl-glutamate transport protein,9,9,1,1,622,1,1538,,1532,1532,1532,,,,,,,,,,Brevi_341_13.fa_02845,Brevi_738_8.fa_01588,Brevi_862_7.fa_02169,Brevi_876_7.fa_02547,Brevi_900_6.fa_01013,Brevi_908_7.fa_02742,Brevi_947_7.fa_00166,Brevi_962_8.fa_00777,Brevi_JB5.fa_00474,,,,,,,,,
group_10137,,hypothetical protein,9,9,1,1,623,1,1539,,617,617,617,,,,,,,,,,Brevi_341_13.fa_02846,Brevi_738_8.fa_01587,Brevi_862_7.fa_02170,Brevi_876_7.fa_02548,Brevi_900_6.fa_01014,Brevi_908_7.fa_02743,Brevi_947_7.fa_00167,Brevi_962_8.fa_00776,Brevi_JB5.fa_00475,,,,,,,,,
group_10138,,hypothetical protein,9,9,1,1,624,1,1540,,770,770,770,,,,,,,,,,Brevi_341_13.fa_02847,Brevi_738_8.fa_01586,Brevi_862_7.fa_02171,Brevi_876_7.fa_02549,Brevi_900_6.fa_01015,Brevi_908_7.fa_02744,Brevi_947_7.fa_00168,Brevi_962_8.fa_00775,Brevi_JB5.fa_00476,,,,,,,,,
group_10139,,hypothetical protein,9,9,1,1,625,1,1541,,830,833,831,,,,,,,,,,Brevi_341_13.fa_02848,Brevi_738_8.fa_01585,Brevi_862_7.fa_02172,Brevi_876_7.fa_02550,Brevi_900_6.fa_01016,Brevi_908_7.fa_02745,Brevi_947_7.fa_00169,Brevi_962_8.fa_00774,Brevi_JB5.fa_00477,,,,,,,,,
group_10140,,hypothetical protein,9,9,1,1,629,1,1545,,449,449,449,,,,,,,,,,Brevi_341_13.fa_02852,Brevi_738_8.fa_01580,Brevi_862_7.fa_02176,Brevi_876_7.fa_02554,Brevi_900_6.fa_01020,Brevi_908_7.fa_02749,Brevi_947_7.fa_00173,Brevi_962_8.fa_00769,Brevi_JB5.fa_00482,,,,,,,,,
group_10161,rodA,putative FtsW-like protein,9,9,1,1,527,1,1408,,1586,1586,1586,,,,,,,,,,Brevi_341_13.fa_02885,Brevi_738_8.fa_01548,Brevi_862_7.fa_01578,Brevi_876_7.fa_02585,Brevi_900_6.fa_01052,Brevi_908_7.fa_02781,Brevi_947_7.fa_00215,Brevi_962_8.fa_00670,Brevi_JB5.fa_00516,,,,,,,,,
pbpA_1,,Penicillin-binding protein A,9,9,1,1,526,1,1407,,1469,1469,1469,,,,,,,,,,Brevi_341_13.fa_02886,Brevi_738_8.fa_01547,Brevi_862_7.fa_01579,Brevi_876_7.fa_02586,Brevi_900_6.fa_01053,Brevi_908_7.fa_02782,Brevi_947_7.fa_00216,Brevi_962_8.fa_00671,Brevi_JB5.fa_00517,,,,,,,,,
pknB,,Serine/threonine-protein kinase PknB,9,9,1,1,524,1,1405,,1928,1928,1928,,,,,,,,,,Brevi_341_13.fa_02888,Brevi_738_8.fa_01545,Brevi_862_7.fa_01581,Brevi_876_7.fa_02588,Brevi_900_6.fa_01055,Brevi_908_7.fa_02784,Brevi_947_7.fa_00218,Brevi_962_8.fa_00673,Brevi_JB5.fa_00519,,,,,,,,,
group_10164,,hypothetical protein,9,9,1,1,523,1,1404,,512,512,512,,,,,,,,,,Brevi_341_13.fa_02889,Brevi_738_8.fa_01544,Brevi_862_7.fa_01582,Brevi_876_7.fa_02589,Brevi_900_6.fa_01056,Brevi_908_7.fa_02785,Brevi_947_7.fa_00219,Brevi_962_8.fa_00674,Brevi_JB5.fa_00520,,,,,,,,,
trpG,,Anthranilate synthase component 2,9,9,1,1,522,1,1403,,674,674,674,,,,,,,,,,Brevi_341_13.fa_02890,Brevi_738_8.fa_01543,Brevi_862_7.fa_01583,Brevi_876_7.fa_02590,Brevi_900_6.fa_01057,Brevi_908_7.fa_02786,Brevi_947_7.fa_00220,Brevi_962_8.fa_00675,Brevi_JB5.fa_00521,,,,,,,,,
group_10166,,hypothetical protein,9,9,1,1,521,1,1402,,173,173,173,,,,,,,,,,Brevi_341_13.fa_02891,Brevi_738_8.fa_01542,Brevi_862_7.fa_01584,Brevi_876_7.fa_02591,Brevi_900_6.fa_01058,Brevi_908_7.fa_02787,Brevi_947_7.fa_00221,Brevi_962_8.fa_00676,Brevi_JB5.fa_00522,,,,,,,,,
cypB,,Peptidyl-prolyl cis-trans isomerase B,9,9,1,1,517,1,1398,,539,539,539,,,,,,,,,,Brevi_341_13.fa_02895,Brevi_738_8.fa_01538,Brevi_862_7.fa_01588,Brevi_876_7.fa_02595,Brevi_900_6.fa_01062,Brevi_908_7.fa_02791,Brevi_947_7.fa_00225,Brevi_962_8.fa_00680,Brevi_JB5.fa_00526,,,,,,,,,
group_10168,,hypothetical protein,9,9,1,1,516,1,1397,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,137,137,137,,,,,,,,,,Brevi_341_13.fa_02896,Brevi_738_8.fa_01537,Brevi_862_7.fa_01589,Brevi_876_7.fa_02596,Brevi_900_6.fa_01063,Brevi_908_7.fa_02792,Brevi_947_7.fa_00226,Brevi_962_8.fa_00681,Brevi_JB5.fa_00527,,,,,,,,,
group_10169,yycB_1,putative transporter YycB,9,9,1,1,514,1,1395,,1271,1271,1271,,,,,,,,,,Brevi_341_13.fa_02898,Brevi_738_8.fa_01535,Brevi_862_7.fa_01591,Brevi_876_7.fa_02598,Brevi_900_6.fa_01065,Brevi_908_7.fa_02794,Brevi_947_7.fa_00228,Brevi_962_8.fa_00683,Brevi_JB5.fa_00529,,,,,,,,,
pat_3,,Putative phenylalanine aminotransferase,9,9,1,1,4082,1,3720,,1085,1202,1189,,,,,,,,,,Brevi_341_13.fa_03016,Brevi_738_8.fa_02334,Brevi_862_7.fa_00121,Brevi_876_7.fa_00735,Brevi_900_6.fa_01437,Brevi_908_7.fa_01054,Brevi_947_7.fa_02110,Brevi_962_8.fa_03254,Brevi_JB5.fa_01250,,,,,,,,,
lin,,Linocin-M18,9,9,1,1,502,1,1389,,800,800,800,,,,,,,,,,Brevi_341_13.fa_02908,Brevi_738_8.fa_01529,Brevi_862_7.fa_01597,Brevi_876_7.fa_02608,Brevi_900_6.fa_01075,Brevi_908_7.fa_02804,Brevi_947_7.fa_00234,Brevi_962_8.fa_00693,Brevi_JB5.fa_00536,,,,,,,,,
yfeX,,putative deferrochelatase/peroxidase YfeX,9,9,1,1,501,1,1388,,1103,1103,1103,,,,,,,,,,Brevi_341_13.fa_02909,Brevi_738_8.fa_01528,Brevi_862_7.fa_01598,Brevi_876_7.fa_02609,Brevi_900_6.fa_01076,Brevi_908_7.fa_02805,Brevi_947_7.fa_00235,Brevi_962_8.fa_00694,Brevi_JB5.fa_00537,,,,,,,,,
glxK,,Glycerate 3-kinase,9,9,1,1,4093,1,3730,,1181,1181,1181,,,,,,,,,,Brevi_341_13.fa_03026,Brevi_738_8.fa_02324,Brevi_862_7.fa_00131,Brevi_876_7.fa_00725,Brevi_900_6.fa_01447,Brevi_908_7.fa_01064,Brevi_947_7.fa_02120,Brevi_962_8.fa_03264,Brevi_JB5.fa_01260,,,,,,,,,
group_10183,dnaN,Beta sliding clamp,9,9,1,1,476,1,1359,,1139,1139,1139,,,,,,,,,,Brevi_341_13.fa_02931,Brevi_738_8.fa_01506,Brevi_862_7.fa_01623,Brevi_876_7.fa_02631,Brevi_900_6.fa_01103,Brevi_908_7.fa_01825,Brevi_947_7.fa_00257,Brevi_962_8.fa_00716,Brevi_JB5.fa_00562,,,,,,,,,
group_10184,rpmH,50S ribosomal protein L34,9,9,1,1,474,1,1357,,137,137,137,,,,,,,,,,Brevi_341_13.fa_02933,Brevi_738_8.fa_01504,Brevi_862_7.fa_01625,Brevi_876_7.fa_02633,Brevi_900_6.fa_01105,Brevi_908_7.fa_01823,Brevi_947_7.fa_00259,Brevi_962_8.fa_00718,Brevi_JB5.fa_00564,,,,,,,,,
parB,,putative chromosome-partitioning protein ParB,9,9,1,1,466,1,1350,,1889,1889,1889,,,,,,,,,,Brevi_341_13.fa_02939,Brevi_738_8.fa_01497,Brevi_862_7.fa_01632,Brevi_876_7.fa_02640,Brevi_900_6.fa_01112,Brevi_908_7.fa_01816,Brevi_947_7.fa_00266,Brevi_962_8.fa_00725,Brevi_JB5.fa_00571,,,,,,,,,
cwlM,,N-acetylmuramoyl-L-alanine amidase CwlM,9,9,1,1,465,1,1349,,1142,1142,1142,,,,,,,,,,Brevi_341_13.fa_02940,Brevi_738_8.fa_01496,Brevi_862_7.fa_01633,Brevi_876_7.fa_02641,Brevi_900_6.fa_01113,Brevi_908_7.fa_01815,Brevi_947_7.fa_00267,Brevi_962_8.fa_00726,Brevi_JB5.fa_00572,,,,,,,,,
prsW,,Protease PrsW,9,9,1,1,4112,1,3750,,1196,1286,1276,,,,,,,,,,Brevi_341_13.fa_03046,Brevi_738_8.fa_02304,Brevi_862_7.fa_00151,Brevi_876_7.fa_00705,Brevi_900_6.fa_01467,Brevi_908_7.fa_00501,Brevi_947_7.fa_02140,Brevi_962_8.fa_03284,Brevi_JB5.fa_01280,,,,,,,,,
group_10190,trxA,Thioredoxin 1,9,9,1,1,464,1,1348,,317,317,317,,,,,,,,,,Brevi_341_13.fa_02941,Brevi_738_8.fa_01495,Brevi_862_7.fa_01634,Brevi_876_7.fa_02642,Brevi_900_6.fa_01114,Brevi_908_7.fa_01814,Brevi_947_7.fa_00268,Brevi_962_8.fa_00727,Brevi_JB5.fa_00573,,,,,,,,,
group_10191,trxB_1,Thioredoxin reductase,9,9,1,1,463,1,1347,,995,995,995,,,,,,,,,,Brevi_341_13.fa_02942,Brevi_738_8.fa_01494,Brevi_862_7.fa_01635,Brevi_876_7.fa_02643,Brevi_900_6.fa_01115,Brevi_908_7.fa_01813,Brevi_947_7.fa_00269,Brevi_962_8.fa_00728,Brevi_JB5.fa_00574,,,,,,,,,
group_10192,,hypothetical protein,9,9,1,1,460,1,1344,,2330,2330,2330,,,,,,,,,,Brevi_341_13.fa_02945,Brevi_738_8.fa_01491,Brevi_862_7.fa_01638,Brevi_876_7.fa_02646,Brevi_900_6.fa_01118,Brevi_908_7.fa_01810,Brevi_947_7.fa_00272,Brevi_962_8.fa_00731,Brevi_JB5.fa_00577,,,,,,,,,
rpsR2,,30S ribosomal protein S18 2,9,9,1,1,448,1,1336,,239,239,239,,,,,,,,,,Brevi_341_13.fa_02953,Brevi_738_8.fa_01483,Brevi_862_7.fa_01646,Brevi_876_7.fa_02655,Brevi_900_6.fa_01126,Brevi_908_7.fa_01802,Brevi_947_7.fa_00280,Brevi_962_8.fa_00739,Brevi_JB5.fa_00585,,,,,,,,,
group_10195,rplI,50S ribosomal protein L9,9,9,1,1,447,1,1335,,458,458,458,,,,,,,,,,Brevi_341_13.fa_02954,Brevi_738_8.fa_01482,Brevi_862_7.fa_01647,Brevi_876_7.fa_02656,Brevi_900_6.fa_01127,Brevi_908_7.fa_01801,Brevi_947_7.fa_00281,Brevi_962_8.fa_00740,Brevi_JB5.fa_00586,,,,,,,,,
group_10196,,hypothetical protein,9,9,1,1,443,1,1331,,572,572,572,,,,,,,,,,Brevi_341_13.fa_02959,Brevi_738_8.fa_01479,Brevi_862_7.fa_01652,Brevi_876_7.fa_02661,Brevi_900_6.fa_01130,Brevi_908_7.fa_01796,Brevi_947_7.fa_00284,Brevi_962_8.fa_00744,Brevi_JB5.fa_00589,,,,,,,,,
group_10197,,hypothetical protein,9,9,1,1,441,1,1329,,215,215,215,,,,,,,,,,Brevi_341_13.fa_02960,Brevi_738_8.fa_01478,Brevi_862_7.fa_01653,Brevi_876_7.fa_02662,Brevi_900_6.fa_01131,Brevi_908_7.fa_01795,Brevi_947_7.fa_00285,Brevi_962_8.fa_00745,Brevi_JB5.fa_00590,,,,,,,,,
group_10198,,hypothetical protein,9,9,1,1,440,1,1328,,1298,1298,1298,,,,,,,,,,Brevi_341_13.fa_02961,Brevi_738_8.fa_01477,Brevi_862_7.fa_01654,Brevi_876_7.fa_02663,Brevi_900_6.fa_01132,Brevi_908_7.fa_01794,Brevi_947_7.fa_00286,Brevi_962_8.fa_00746,Brevi_JB5.fa_00591,,,,,,,,,
group_10199,,hypothetical protein,9,9,1,1,439,1,1327,,413,413,413,,,,,,,,,,Brevi_341_13.fa_02962,Brevi_738_8.fa_01476,Brevi_862_7.fa_01655,Brevi_876_7.fa_02664,Brevi_900_6.fa_01133,Brevi_908_7.fa_01793,Brevi_947_7.fa_00287,Brevi_962_8.fa_00747,Brevi_JB5.fa_00592,,,,,,,,,
group_10200,yknY_1,putative ABC transporter ATP-binding protein YknY,9,9,1,1,438,1,1326,,746,746,746,,,,,,,,,,Brevi_341_13.fa_02963,Brevi_738_8.fa_01475,Brevi_862_7.fa_01656,Brevi_876_7.fa_02665,Brevi_900_6.fa_01134,Brevi_908_7.fa_01792,Brevi_947_7.fa_00288,Brevi_962_8.fa_03641,Brevi_JB5.fa_00593,,,,,,,,,
group_10201,,hypothetical protein,9,9,1,1,437,1,1325,,1370,1370,1370,,,,,,,,,,Brevi_341_13.fa_02964,Brevi_738_8.fa_01474,Brevi_862_7.fa_01657,Brevi_876_7.fa_02666,Brevi_900_6.fa_01135,Brevi_908_7.fa_01791,Brevi_947_7.fa_00289,Brevi_962_8.fa_03642,Brevi_JB5.fa_00594,,,,,,,,,
group_10203,dnaB,Replicative DNA helicase,9,9,1,1,435,1,1323,,1310,1310,1310,,,,,,,,,,Brevi_341_13.fa_02966,Brevi_738_8.fa_01472,Brevi_862_7.fa_01659,Brevi_876_7.fa_02667,Brevi_900_6.fa_01137,Brevi_908_7.fa_01789,Brevi_947_7.fa_00291,Brevi_962_8.fa_03644,Brevi_JB5.fa_00596,,,,,,,,,
bphF,,4-hydroxy-2-oxovalerate aldolase,9,9,1,1,4116,1,3754,,788,788,788,,,,,,,,,,Brevi_341_13.fa_03050,Brevi_738_8.fa_02299,Brevi_862_7.fa_00153,Brevi_876_7.fa_00701,Brevi_900_6.fa_01469,Brevi_908_7.fa_00497,Brevi_947_7.fa_02144,Brevi_962_8.fa_03288,Brevi_JB5.fa_01284,,,,,,,,,
group_10211,cspA_2,putative cold shock protein A,9,9,1,1,422,1,1309,,203,203,203,,,,,,,,,,Brevi_341_13.fa_02978,Brevi_738_8.fa_01460,Brevi_862_7.fa_01671,Brevi_876_7.fa_02673,Brevi_900_6.fa_01149,Brevi_908_7.fa_01777,Brevi_947_7.fa_00304,Brevi_962_8.fa_03657,Brevi_JB5.fa_00610,,,,,,,,,
yhjE_6,,Inner membrane metabolite transport protein YhjE,9,9,1,1,4122,1,3760,,1322,1337,1335,,,,,,,,,,Brevi_341_13.fa_03056,Brevi_738_8.fa_02293,Brevi_862_7.fa_00159,Brevi_876_7.fa_00695,Brevi_900_6.fa_01475,Brevi_908_7.fa_00491,Brevi_947_7.fa_02150,Brevi_962_8.fa_03294,Brevi_JB5.fa_01290,,,,,,,,,
group_10222,,hypothetical protein,9,9,1,1,358,1,1276,,590,590,590,,,,,,,,,,Brevi_341_13.fa_02996,Brevi_738_8.fa_01439,Brevi_862_7.fa_01689,Brevi_876_7.fa_02689,Brevi_900_6.fa_01168,Brevi_908_7.fa_01759,Brevi_947_7.fa_00345,Brevi_962_8.fa_03675,Brevi_JB5.fa_00628,,,,,,,,,
group_10223,,Putative hydrolase/MSMEI_3903,9,9,1,1,356,1,1274,,1322,1322,1322,,,,,,,,,,Brevi_341_13.fa_02998,Brevi_738_8.fa_01437,Brevi_862_7.fa_01691,Brevi_876_7.fa_02691,Brevi_900_6.fa_01170,Brevi_908_7.fa_01757,Brevi_947_7.fa_00347,Brevi_962_8.fa_03677,Brevi_JB5.fa_00630,,,,,,,,,
ilvG,,Acetolactate synthase isozyme 2 large subunit,9,9,1,1,355,1,1273,,1655,1655,1655,,,,,,,,,,Brevi_341_13.fa_02999,Brevi_738_8.fa_01436,Brevi_862_7.fa_01692,Brevi_876_7.fa_02692,Brevi_900_6.fa_01171,Brevi_908_7.fa_01756,Brevi_947_7.fa_00348,Brevi_962_8.fa_03678,Brevi_JB5.fa_00631,,,,,,,,,
yhjE_5,,Inner membrane metabolite transport protein YhjE,9,9,1,1,354,1,1272,,1331,1331,1331,,,,,,,,,,Brevi_341_13.fa_03000,Brevi_738_8.fa_01435,Brevi_862_7.fa_01693,Brevi_876_7.fa_02693,Brevi_900_6.fa_01172,Brevi_908_7.fa_01755,Brevi_947_7.fa_00349,Brevi_962_8.fa_03679,Brevi_JB5.fa_00632,,,,,,,,,
merR1,,Mercuric resistance operon regulatory protein,9,9,1,1,351,1,1270,,368,368,368,,,,,,,,,,Brevi_341_13.fa_03003,Brevi_738_8.fa_01433,Brevi_862_7.fa_01695,Brevi_876_7.fa_02695,Brevi_900_6.fa_01174,Brevi_908_7.fa_01753,Brevi_947_7.fa_00351,Brevi_962_8.fa_03681,Brevi_JB5.fa_00634,,,,,,,,,
group_10228,dauA_2,C4-dicarboxylic acid transporter DauA,9,9,1,1,350,1,1269,,1523,1523,1523,,,,,,,,,,Brevi_341_13.fa_03004,Brevi_738_8.fa_01432,Brevi_862_7.fa_01696,Brevi_876_7.fa_02696,Brevi_900_6.fa_01175,Brevi_908_7.fa_01752,Brevi_947_7.fa_00352,Brevi_962_8.fa_03682,Brevi_JB5.fa_00635,,,,,,,,,
group_10229,,hypothetical protein,9,9,1,1,349,1,1268,,986,986,986,,,,,,,,,,Brevi_341_13.fa_03005,Brevi_738_8.fa_01431,Brevi_862_7.fa_01697,Brevi_876_7.fa_02697,Brevi_900_6.fa_01176,Brevi_908_7.fa_01751,Brevi_947_7.fa_00353,Brevi_962_8.fa_03683,Brevi_JB5.fa_00636,,,,,,,,,
group_1023,,hypothetical protein,9,9,1,1,4129,1,3765,,1721,1727,1723,,,,,,,,,,Brevi_341_13.fa_03060,Brevi_738_8.fa_02289,Brevi_862_7.fa_00163,Brevi_876_7.fa_00691,Brevi_900_6.fa_01479,Brevi_908_7.fa_00487,Brevi_947_7.fa_02154,Brevi_962_8.fa_03298,Brevi_JB5.fa_01294,,,,,,,,,
ttuB,,Putative tartrate transporter,9,9,1,1,348,1,1267,,1313,1313,1313,,,,,,,,,,Brevi_341_13.fa_03006,Brevi_738_8.fa_01430,Brevi_862_7.fa_01698,Brevi_876_7.fa_02698,Brevi_900_6.fa_01177,Brevi_908_7.fa_01750,Brevi_947_7.fa_00354,Brevi_962_8.fa_03684,Brevi_JB5.fa_00637,,,,,,,,,
mmuM,,Homocysteine S-methyltransferase,9,9,1,1,4079,1,3717,,926,926,926,,,,,,,,,,Brevi_341_13.fa_03013,Brevi_738_8.fa_02337,Brevi_862_7.fa_00118,Brevi_876_7.fa_00738,Brevi_900_6.fa_01434,Brevi_908_7.fa_01051,Brevi_947_7.fa_02107,Brevi_962_8.fa_03251,Brevi_JB5.fa_01247,,,,,,,,,
cefF,,Deacetoxycephalosporin C hydroxylase,9,9,1,1,4080,1,3718,,1001,1001,1001,,,,,,,,,,Brevi_341_13.fa_03014,Brevi_738_8.fa_02336,Brevi_862_7.fa_00119,Brevi_876_7.fa_00737,Brevi_900_6.fa_01435,Brevi_908_7.fa_01052,Brevi_947_7.fa_02108,Brevi_962_8.fa_03252,Brevi_JB5.fa_01248,,,,,,,,,
